"station_id","obsTime","ELEV","RAIN","MIN_10","HOUR_3","HOUR_6","HOUR_12","HOUR_24","NOW"
"C0E420","2022-09-13 10:20:00","19.000","-998.000","-998.000","-998.000","-998.000","2.000","2.000","1.500"
"C1H920","2022-09-13 10:20:00","736.000","0.000","0.000","0.500","19.000","19.500","24.500","19.500"
"81T850","2022-09-13 10:20:00","116.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1A9N0","2022-09-13 10:20:00","435.000","6.000","0.000","8.000","12.500","60.500","144.000","56.500"
"CAB040","2022-09-13 10:20:00","76.000","1.500","0.000","2.500","11.000","17.000","94.000","17.000"
"C0F9A0","2022-09-13 10:20:00","425.000","0.000","0.000","0.000","0.500","0.500","2.000","0.500"
"C0V250","2022-09-13 10:20:00","298.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01C570","2022-09-13 10:20:00","64.000","0.000","0.000","4.000","11.000","27.000","49.000","26.000"
"C1G9D0","2022-09-13 10:20:00","30.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0S740","2022-09-13 10:20:00","289.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"O1J810","2022-09-13 10:20:00","9.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1I440","2022-09-13 10:20:00","2540.000","0.000","0.000","4.500","6.000","13.000","33.500","12.500"
"01E310","2022-09-13 10:20:00","95.000","0.000","0.000","0.000","7.000","11.000","12.000","11.000"
"C0T870","2022-09-13 10:20:00","135.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"O1AH30","2022-09-13 10:20:00","174.000","2.000","0.000","4.000","13.000","23.000","39.000","20.000"
"C0O930","2022-09-13 10:20:00","69.000","0.000","0.000","0.500","0.500","0.500","0.500","0.500"
"C0C460","2022-09-13 10:20:00","482.000","0.000","0.000","15.500","28.000","57.000","158.500","48.000"
"01D310","2022-09-13 10:20:00","55.000","0.000","0.000","0.000","3.000","11.000","23.000","9.000"
"01E240","2022-09-13 10:20:00","45.000","0.000","0.000","1.000","3.000","22.000","35.000","21.000"
"C1M480","2022-09-13 10:20:00","840.000","1.000","0.000","6.500","13.000","13.000","23.000","13.000"
"C0T9D0","2022-09-13 10:20:00","7.000","-998.000","-998.000","-998.000","-998.000","0.000","4.000","0.000"
"A1AC50","2022-09-13 10:20:00","47.000","5.000","0.000","5.500","21.500","31.500","67.500","30.500"
"L1A830","2022-09-13 10:20:00","210.000","3.000","0.000","5.000","37.000","52.500","126.000","50.000"
"C0B020","2022-09-13 10:20:00","86.000","-998.000","-998.000","-998.000","-998.000","0.000","5.500","0.000"
"88K590","2022-09-13 10:20:00","393.000","0.500","0.000","8.500","14.500","14.500","14.500","14.500"
"C1AI50","2022-09-13 10:20:00","64.000","6.500","0.000","7.000","17.000","27.500","66.500","27.000"
"C0AH50","2022-09-13 10:20:00","275.000","2.000","0.500","9.500","16.500","29.500","54.000","29.500"
"L1A790","2022-09-13 10:20:00","202.000","6.000","0.000","11.500","24.500","57.000","147.000","56.500"
"01E030","2022-09-13 10:20:00","550.000","0.000","0.000","8.000","27.000","47.000","120.000","41.000"
"C0R540","2022-09-13 10:20:00","17.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0Z160","2022-09-13 10:20:00","124.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0H890","2022-09-13 10:20:00","440.000","0.000","0.000","0.500","7.500","7.500","10.500","7.500"
"C0S770","2022-09-13 10:20:00","375.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0X230","2022-09-13 10:20:00","29.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"81F890","2022-09-13 10:20:00","226.000","0.000","0.000","0.500","1.000","2.000","5.500","2.000"
"C0V440","2022-09-13 10:20:00","27.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0SA40","2022-09-13 10:20:00","200.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1F9B1","2022-09-13 10:20:00","130.000","0.000","0.000","2.000","2.500","2.500","4.000","2.500"
"C0Z070","2022-09-13 10:20:00","247.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1N001","2022-09-13 10:20:00","24.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0T9N0","2022-09-13 10:20:00","261.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01S610","2022-09-13 10:20:00","31.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAL020","2022-09-13 10:20:00","43.000","0.500","0.000","0.500","0.500","0.500","3.500","0.500"
"81H960","2022-09-13 10:20:00","363.000","0.000","0.000","0.500","7.500","7.500","13.000","7.500"
"CAJ020","2022-09-13 10:20:00","50.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"CAB010","2022-09-13 10:20:00","49.000","2.500","0.500","3.500","5.500","7.000","53.500","7.000"
"C0V650","2022-09-13 10:20:00","28.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0R830","2022-09-13 10:20:00","383.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"O1T800","2022-09-13 10:20:00","103.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0H9C0","2022-09-13 10:20:00","3402.000","0.000","0.000","0.500","0.500","1.500","7.000","1.000"
"C0X290","2022-09-13 10:20:00","10.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0U760","2022-09-13 10:20:00","22.000","0.000","0.000","0.000","4.000","12.000","63.500","12.000"
"C0U780","2022-09-13 10:20:00","15.000","0.000","0.000","0.000","0.500","1.000","25.500","1.000"
"E2S980","2022-09-13 10:20:00","100.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1F891","2022-09-13 10:20:00","2205.000","1.000","0.000","5.000","11.500","17.000","44.500","15.000"
"81K580","2022-09-13 10:20:00","305.000","0.000","0.000","0.000","0.500","0.500","0.500","0.500"
"C0M660","2022-09-13 10:20:00","40.000","0.000","0.000","0.000","0.500","0.500","4.000","0.500"
"C0D580","2022-09-13 10:20:00","120.000","0.000","0.000","3.500","4.000","11.500","32.000","11.000"
"01T9L0","2022-09-13 10:20:00","110.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0R640","2022-09-13 10:20:00","21.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0E810","2022-09-13 10:20:00","53.000","0.000","0.000","0.000","7.000","7.000","8.000","7.000"
"01L490","2022-09-13 10:20:00","78.000","0.000","0.000","3.000","6.000","6.000","7.000","6.000"
"C0Z270","2022-09-13 10:20:00","343.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAN040","2022-09-13 10:20:00","33.000","-998.000","-998.000","-998.000","-998.000","0.000","1.500","0.000"
"CAG090","2022-09-13 10:20:00","48.000","-998.000","-998.000","-998.000","-998.000","0.500","0.500","0.500"
"81T890","2022-09-13 10:20:00","103.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0D670","2022-09-13 10:20:00","23.000","0.000","0.000","0.500","0.500","3.000","3.500","3.000"
"81T860","2022-09-13 10:20:00","98.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0AD40","2022-09-13 10:20:00","32.000","1.500","0.000","8.000","12.000","20.500","53.500","20.000"
"C0UA00","2022-09-13 10:20:00","392.000","2.500","1.000","7.000","8.500","13.500","43.500","13.000"
"81F900","2022-09-13 10:20:00","143.000","0.000","0.000","2.500","4.500","4.500","5.500","4.500"
"C0G900","2022-09-13 10:20:00","20.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAP020","2022-09-13 10:20:00","24.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"E2S960","2022-09-13 10:20:00","26.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0S660","2022-09-13 10:20:00","794.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"21U110","2022-09-13 10:20:00","1150.000","3.500","0.000","11.500","20.000","47.500","123.500","43.000"
"88R460","2022-09-13 10:20:00","189.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1O850","2022-09-13 10:20:00","44.000","0.000","0.000","1.000","1.000","1.000","1.000","1.000"
"01S260","2022-09-13 10:20:00","153.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1Z030","2022-09-13 10:20:00","218.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0UA10","2022-09-13 10:20:00","1711.000","7.000","2.000","19.500","44.500","76.500","210.000","72.000"
"O1V510","2022-09-13 10:20:00","1067.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0V770","2022-09-13 10:20:00","26.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"81AI00","2022-09-13 10:20:00","172.000","0.500","0.500","15.000","23.500","38.500","109.500","33.500"
"C1SA50","2022-09-13 10:20:00","1235.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0F0E0","2022-09-13 10:20:00","3557.000","0.000","0.000","1.000","3.000","11.000","73.000","5.500"
"81AH50","2022-09-13 10:20:00","10.000","1.500","0.500","2.500","4.000","5.500","56.000","5.500"
"81H940","2022-09-13 10:20:00","460.000","0.000","0.000","0.000","5.000","5.000","5.500","5.000"
"01A410","2022-09-13 10:20:00","15.000","2.000","0.000","3.000","4.000","9.000","44.000","9.000"
"A0A010","2022-09-13 10:20:00","17.000","1.500","1.000","1.500","4.000","16.000","63.500","15.500"
"72D680","2022-09-13 10:20:00","101.900","0.000","0.000","0.000","2.000","5.500","15.000","4.500"
"C0S910","2022-09-13 10:20:00","212.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1R120","2022-09-13 10:20:00","820.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAJ030","2022-09-13 10:20:00","31.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0M800","2022-09-13 10:20:00","440.000","0.000","0.000","1.500","1.500","1.500","1.500","1.500"
"C0E870","2022-09-13 10:20:00","34.000","0.000","0.000","0.000","2.500","5.500","8.500","5.500"
"C1O940","2022-09-13 10:20:00","55.000","0.000","0.000","0.500","0.500","0.500","2.000","0.500"
"C0A570","2022-09-13 10:20:00","360.000","3.000","2.000","10.500","24.000","48.000","134.500","48.000"
"C0S790","2022-09-13 10:20:00","236.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0D590","2022-09-13 10:20:00","143.000","0.000","0.000","0.500","1.000","4.000","4.500","3.500"
"C1U930","2022-09-13 10:20:00","5.000","0.000","0.000","0.000","0.500","4.500","35.000","4.500"
"A1AC90","2022-09-13 10:20:00","453.000","7.000","0.000","14.000","33.500","50.000","111.500","48.500"
"01R030","2022-09-13 10:20:00","1080.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0X250","2022-09-13 10:20:00","33.000","-998.000","-998.000","-998.000","-998.000","0.000","4.500","0.000"
"C0Z200","2022-09-13 10:20:00","153.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"C0V790","2022-09-13 10:20:00","410.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0G860","2022-09-13 10:20:00","45.000","0.000","0.000","0.500","5.500","5.500","5.500","5.500"
"01G090","2022-09-13 10:20:00","7.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"81H920","2022-09-13 10:20:00","804.000","0.000","0.000","0.000","10.500","10.500","13.500","10.500"
"O1I360","2022-09-13 10:20:00","2600.000","0.000","0.000","1.000","1.000","1.000","5.000","1.000"
"01U560","2022-09-13 10:20:00","1960.000","2.000","0.000","7.000","13.000","26.000","111.000","23.000"
"CAL080","2022-09-13 10:20:00","72.000","0.000","0.000","3.500","3.500","3.500","4.000","3.500"
"01P500","2022-09-13 10:20:00","21.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1M640","2022-09-13 10:20:00","1567.000","0.000","0.000","3.500","6.000","7.000","20.000","7.000"
"CAD050","2022-09-13 10:20:00","75.000","0.000","0.000","1.500","1.500","9.500","14.500","9.500"
"C0C620","2022-09-13 10:20:00","19.000","-998.000","-998.000","-998.000","-998.000","2.000","4.000","2.000"
"81S920","2022-09-13 10:20:00","135.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAD010","2022-09-13 10:20:00","36.000","0.000","0.000","0.000","0.500","2.500","17.000","2.000"
"C0M810","2022-09-13 10:20:00","1354.000","0.000","0.000","1.000","1.000","1.000","2.500","1.000"
"81D640","2022-09-13 10:20:00","608.000","19.000","0.000","32.500","68.000","108.000","228.000","98.500"
"C0E910","2022-09-13 10:20:00","25.000","0.000","0.000","0.000","3.000","3.000","4.500","3.000"
"CAF060","2022-09-13 10:20:00","117.000","0.000","0.000","1.000","1.500","1.500","3.000","1.500"
"CAG070","2022-09-13 10:20:00","23.000","0.000","0.000","0.000","0.500","0.500","1.000","0.500"
"C0AC80","2022-09-13 10:20:00","40.000","1.000","0.500","1.500","4.000","25.000","76.500","22.000"
"72S590","2022-09-13 10:20:00","290.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"72N100","2022-09-13 10:20:00","41.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01U790","2022-09-13 10:20:00","268.000","0.000","0.000","0.000","3.000","4.000","36.000","4.000"
"C0V820","2022-09-13 10:20:00","441.000","0.000","0.000","1.000","1.000","1.000","1.000","1.000"
"CAP060","2022-09-13 10:20:00","93.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0E590","2022-09-13 10:20:00","40.000","0.000","0.000","1.000","5.500","7.500","13.500","7.500"
"C0Z330","2022-09-13 10:20:00","488.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"81M710","2022-09-13 10:20:00","1055.000","0.000","0.000","7.000","7.000","7.000","9.000","7.000"
"C0C730","2022-09-13 10:20:00","5.000","0.000","0.000","0.000","1.000","2.000","2.000","2.000"
"C0F9Y0","2022-09-13 10:20:00","3313.000","1.000","0.500","5.000","11.500","32.000","105.500","20.500"
"C0K420","2022-09-13 10:20:00","42.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"C1R250","2022-09-13 10:20:00","92.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAE100","2022-09-13 10:20:00","47.000","0.000","0.000","0.000","6.500","8.000","9.000","8.000"
"CAP070","2022-09-13 10:20:00","34.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0M720","2022-09-13 10:20:00","225.000","0.000","0.000","4.000","4.500","4.500","7.500","4.500"
"81F910","2022-09-13 10:20:00","572.000","1.000","0.000","1.500","15.500","17.500","46.000","17.000"
"C1F9C1","2022-09-13 10:20:00","610.000","0.000","0.000","0.000","6.500","6.500","16.500","6.500"
"C0E610","2022-09-13 10:20:00","850.000","3.000","0.500","6.000","21.000","34.000","113.000","33.500"
"CAE090","2022-09-13 10:20:00","89.000","0.000","0.000","0.000","5.000","5.000","6.000","5.000"
"C0V610","2022-09-13 10:20:00","22.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01E060","2022-09-13 10:20:00","658.000","1.000","0.000","4.000","19.000","22.000","51.000","21.000"
"467490","2022-09-13 10:20:00","84.000","0.000","0.000","2.000","3.000","3.000","3.500","3.000"
"C0S700","2022-09-13 10:20:00","507.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01S210","2022-09-13 10:20:00","173.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0T9G0","2022-09-13 10:20:00","605.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"CAA020","2022-09-13 10:20:00","27.000","0.500","0.000","0.500","1.000","9.500","35.000","9.000"
"C0E750","2022-09-13 10:20:00","62.000","0.000","0.000","0.500","6.000","11.500","17.000","10.000"
"C0R810","2022-09-13 10:20:00","25.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0G660","2022-09-13 10:20:00","27.000","0.000","0.000","0.000","0.500","0.500","0.500","0.500"
"C1T980","2022-09-13 10:20:00","1306.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"81F880","2022-09-13 10:20:00","482.000","0.000","0.000","0.500","20.000","23.500","31.500","23.500"
"72T250","2022-09-13 10:20:00","36.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"01A210","2022-09-13 10:20:00","600.000","1.000","0.000","7.000","12.000","36.000","71.000","34.000"
"CAF020","2022-09-13 10:20:00","209.000","0.500","0.000","1.000","4.000","4.000","6.500","4.000"
"C0I490","2022-09-13 10:20:00","1601.000","0.500","0.000","1.000","4.500","6.500","14.500","6.000"
"A1AA00","2022-09-13 10:20:00","28.000","1.500","0.000","2.500","5.000","17.000","51.000","15.500"
"C1U690","2022-09-13 10:20:00","101.000","0.000","0.000","0.000","2.500","7.500","47.000","7.500"
"C1V340","2022-09-13 10:20:00","190.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01T9J0","2022-09-13 10:20:00","730.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0S990","2022-09-13 10:20:00","409.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0T9B0","2022-09-13 10:20:00","558.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"00H710","2022-09-13 10:20:00","215.000","1.000","0.000","16.000","20.000","20.000","28.000","20.000"
"C0K580","2022-09-13 10:20:00","26.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"A0G720","2022-09-13 10:20:00","37.000","0.000","0.000","1.000","3.500","3.500","3.500","3.500"
"81E720","2022-09-13 10:20:00","482.000","0.000","0.000","0.500","5.000","11.000","31.000","9.000"
"C0AC70","2022-09-13 10:20:00","71.000","5.000","0.000","5.500","6.000","16.500","49.000","15.000"
"C0W110","2022-09-13 10:20:00","16.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAN030","2022-09-13 10:20:00","21.000","-998.000","-998.000","-998.000","-998.000","0.000","1.500","0.000"
"C0R670","2022-09-13 10:20:00","26.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"468100","2022-09-13 10:20:00","4.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"C0X120","2022-09-13 10:20:00","28.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0R740","2022-09-13 10:20:00","58.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01O080","2022-09-13 10:20:00","86.000","0.000","0.000","1.000","1.000","1.000","1.000","1.000"
"C1T800","2022-09-13 10:20:00","1260.000","-998.000","-998.000","-998.000","-998.000","0.000","3.000","0.000"
"C1V590","2022-09-13 10:20:00","741.000","0.000","0.000","0.500","0.500","0.500","0.500","0.500"
"C1I290","2022-09-13 10:20:00","1151.000","1.500","0.000","4.000","15.000","15.500","41.500","15.500"
"C1G690","2022-09-13 10:20:00","110.000","0.000","0.000","2.500","6.000","6.000","6.000","6.000"
"CAA080","2022-09-13 10:20:00","97.000","1.000","0.000","11.000","12.500","19.000","42.000","17.500"
"C0F9R0","2022-09-13 10:20:00","20.000","0.000","0.000","0.000","1.000","1.000","1.500","1.000"
"81S900","2022-09-13 10:20:00","328.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0W130","2022-09-13 10:20:00","18.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1K540","2022-09-13 10:20:00","15.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0G780","2022-09-13 10:20:00","27.000","0.000","0.000","0.500","0.500","0.500","0.500","0.500"
"C0M790","2022-09-13 10:20:00","15.000","0.000","0.000","0.000","1.500","1.500","1.500","1.500"
"C1R610","2022-09-13 10:20:00","1828.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1U920","2022-09-13 10:20:00","2085.000","0.000","0.000","0.500","2.000","6.000","44.500","3.500"
"C0UA90","2022-09-13 10:20:00","5.000","4.000","0.000","6.500","8.000","11.000","21.500","8.500"
"C0AH30","2022-09-13 10:20:00","755.000","1.000","0.000","2.500","10.000","14.500","37.000","14.000"
"C1V190","2022-09-13 10:20:00","2700.000","-998.000","-998.000","-998.000","-998.000","0.000","1.000","0.000"
"C1I150","2022-09-13 10:20:00","393.000","0.000","0.000","0.500","8.500","9.000","13.000","9.000"
"C0SA60","2022-09-13 10:20:00","11.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"466930","2022-09-13 10:20:00","607.100","7.500","0.000","9.500","31.500","47.000","135.500","46.000"
"C1F9W0","2022-09-13 10:20:00","1970.000","0.000","0.000","0.000","1.000","2.500","14.000","1.500"
"C0D480","2022-09-13 10:20:00","223.000","0.000","0.000","3.500","9.000","16.000","38.500","15.500"
"C0F9Z0","2022-09-13 10:20:00","3193.000","0.500","0.000","1.000","4.000","8.500","41.500","6.000"
"01T240","2022-09-13 10:20:00","940.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0F0C0","2022-09-13 10:20:00","983.000","0.000","0.000","0.500","15.000","16.000","32.500","16.000"
"A0W080","2022-09-13 10:20:00","3.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1E451","2022-09-13 10:20:00","950.000","1.000","0.000","4.500","19.000","24.000","64.500","24.000"
"CAJ040","2022-09-13 10:20:00","14.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0U860","2022-09-13 10:20:00","5.000","1.500","1.500","2.000","6.000","15.000","42.500","14.000"
"C0X320","2022-09-13 10:20:00","33.000","0.000","0.000","0.000","0.500","0.500","4.000","0.500"
"C0SA80","2022-09-13 10:20:00","136.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0F9Q0","2022-09-13 10:20:00","149.000","0.000","0.000","2.000","7.500","7.500","10.000","7.500"
"81D760","2022-09-13 10:20:00","220.000","2.500","0.000","17.500","29.500","42.000","87.500","37.500"
"C1T950","2022-09-13 10:20:00","1050.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01L910","2022-09-13 10:20:00","95.000","0.000","0.000","4.000","9.000","9.000","9.000","9.000"
"C0S730","2022-09-13 10:20:00","110.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0T790","2022-09-13 10:20:00","2830.000","0.000","0.000","0.000","0.500","1.000","10.000","0.500"
"C0V750","2022-09-13 10:20:00","50.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"C0K530","2022-09-13 10:20:00","12.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01E370","2022-09-13 10:20:00","203.000","3.000","0.000","10.000","24.000","48.000","91.000","44.000"
"C0M780","2022-09-13 10:20:00","30.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"C0K510","2022-09-13 10:20:00","10.000","0.000","0.000","0.000","0.500","1.000","1.000","1.000"
"81AH70","2022-09-13 10:20:00","93.000","4.000","0.000","4.500","22.500","41.500","89.000","41.500"
"E2P980","2022-09-13 10:20:00","272.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"CAH010","2022-09-13 10:20:00","109.000","0.000","0.000","2.000","7.500","7.500","7.500","7.500"
"C1V830","2022-09-13 10:20:00","114.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"C0U600","2022-09-13 10:20:00","10.000","2.000","1.500","3.500","6.500","14.500","55.000","13.000"
"C0U910","2022-09-13 10:20:00","17.000","0.000","0.000","0.000","2.000","7.000","38.500","7.000"
"G2P820","2022-09-13 10:20:00","37.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"466910","2022-09-13 10:20:00","832.600","6.000","0.000","6.500","18.000","28.500","67.500","28.500"
"C1T830","2022-09-13 10:20:00","675.000","-998.000","-998.000","-998.000","-998.000","0.000","2.500","0.000"
"D2F230","2022-09-13 10:20:00","1734.000","0.000","0.000","0.000","0.500","2.000","18.500","1.500"
"C0R480","2022-09-13 10:20:00","57.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"467550","2022-09-13 10:20:00","3844.800","0.500","0.000","6.000","8.000","16.000","70.500","14.500"
"C0K590","2022-09-13 10:20:00","18.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"C0F9X0","2022-09-13 10:20:00","166.000","0.000","0.000","2.000","5.500","8.500","14.000","8.500"
"81S860","2022-09-13 10:20:00","188.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"467410","2022-09-13 10:20:00","40.800","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C1H941","2022-09-13 10:20:00","630.000","0.000","0.000","1.000","2.000","2.000","4.000","2.000"
"01A380","2022-09-13 10:20:00","101.000","1.000","0.000","2.000","5.000","6.000","27.000","6.000"
"C0M750","2022-09-13 10:20:00","10.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0V370","2022-09-13 10:20:00","74.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0I110","2022-09-13 10:20:00","161.000","0.000","0.000","1.500","10.000","10.000","10.500","10.000"
"C0C690","2022-09-13 10:20:00","242.000","4.000","3.500","5.500","7.500","10.500","17.000","10.500"
"A1AC80","2022-09-13 10:20:00","111.000","5.500","0.000","8.000","15.500","34.500","84.000","29.500"
"C1I400","2022-09-13 10:20:00","1399.000","0.500","0.500","0.500","6.500","7.000","14.000","7.000"
"01D110","2022-09-13 10:20:00","560.000","4.000","0.000","10.000","25.000","55.000","177.000","51.000"
"C1M400","2022-09-13 10:20:00","369.000","-998.000","-998.000","-998.000","-998.000","0.000","2.000","0.000"
"C0H950","2022-09-13 10:20:00","192.000","0.500","0.000","5.000","7.000","7.000","7.000","7.000"
"C1E511","2022-09-13 10:20:00","326.000","1.000","0.500","7.500","45.000","50.500","69.500","50.000"
"C0O960","2022-09-13 10:20:00","112.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"88V560","2022-09-13 10:20:00","403.000","0.000","0.000","0.500","0.500","0.500","0.500","0.500"
"O1M650","2022-09-13 10:20:00","850.000","0.000","0.000","2.000","4.000","4.000","18.000","4.000"
"O1M640","2022-09-13 10:20:00","1052.000","0.000","0.000","4.000","8.000","8.000","34.000","8.000"
"CAQ030","2022-09-13 10:20:00","10.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"01A440","2022-09-13 10:20:00","916.000","1.000","0.000","8.000","18.000","39.000","160.000","39.000"
"C0X210","2022-09-13 10:20:00","38.000","0.000","0.000","1.500","1.500","1.500","3.000","1.500"
"C0R680","2022-09-13 10:20:00","4.000","-998.000","-998.000","-998.000","-998.000","0.000","0.000","0.000"
"C0D430","2022-09-13 10:20:00","87.000","0.500","0.000","4.500","5.500","18.500","41.000","18.500"
"C0AD30","2022-09-13 10:20:00","20.000","0.500","0.000","1.500","3.500","15.500","36.500","14.500"
"C1Z130","2022-09-13 10:20:00","187.000","-998.000","-998.000","-998.000","-998.000","0.000","0.500","0.000"
"81M660","2022-09-13 10:20:00","1186.000","0.000","0.000","3.000","3.500","3.500","10.500","3.500"
